Dataset,Best_Pipeline,silhouette_score,davies_bouldin_score,calinski_harabasz_score,adjusted_rand_score,Running_Time(s)
iono.csv,"Pipeline(steps=[('minmaxscaler', MinMaxScaler()),
                ('kmeans',
                 KMeans(init='random', n_clusters=2, random_state=42))])",0.29341541039789293,1.5350242035246608,115.0360225908912,0.17760685473768603,1808.44
cluto-t7-10k.csv,"Pipeline(steps=[('kmeans', KMeans(n_clusters=22, random_state=42))])",0.40043374666834736,0.7834412611361695,12611.525507001363,0.27767780131433034,1803.85
glass.csv,ERROR,ERROR,ERROR,ERROR,ERROR,0
sonar.csv,"Pipeline(steps=[('pca', PCA(n_components=10, random_state=42)),
                ('kmeans',
                 KMeans(init='random', n_clusters=3, random_state=42))])",0.15901239502019868,1.8233691408382178,41.748576144184476,0.001587370680923526,1820.35
haberman.csv,ERROR,ERROR,ERROR,ERROR,ERROR,0
jain.csv,ERROR,ERROR,ERROR,ERROR,ERROR,0
tae.csv,ERROR,ERROR,ERROR,ERROR,ERROR,0
thy.csv,ERROR,ERROR,ERROR,ERROR,ERROR,0
sizes2.csv,"Pipeline(steps=[('kmeans',
                 KMeans(init='random', n_clusters=2, random_state=42))])",0.5004420337524378,0.9090228625451524,897.4107782741999,0.6008421531006234,1838.72
3-spiral.csv,ERROR,ERROR,ERROR,ERROR,ERROR,0
compound.csv,"Pipeline(steps=[('kmeans',
                 KMeans(init='random', n_clusters=5, random_state=42))])",0.4396608644344171,0.8574021191552171,689.7503697817274,0.5151512173984766,1806.82
R15.csv,"Pipeline(steps=[('stackingestimator',
                 StackingEstimator(estimator=MiniBatchKMeans(batch_size=10,
                                                             n_clusters=3,
                                                             random_state=42))),
                ('kmeans',
                 KMeans(init='random', n_clusters=3, random_state=42))])",0.34413895521514026,1.1260978025514763,271.72561254528074,0.14521490754908642,1800.89
sizes4.csv,"Pipeline(steps=[('kmeans',
                 KMeans(init='random', n_clusters=3, random_state=42))])",0.5530849307971816,0.7391351129609554,975.9578486971103,0.9035083430351392,1882.83
segment.csv,"Pipeline(steps=[('kmeans',
                 KMeans(init='random', n_clusters=4, random_state=42))])",0.38318511251053966,1.0306299633959222,1843.721957840404,0.4812040992919252,1818.02
ecoli.csv,"Pipeline(steps=[('featureunion',
                 FeatureUnion(transformer_list=[('pca',
                                                 PCA(n_components=3,
                                                     random_state=42)),
                                                ('functiontransformer',
                                                 FunctionTransformer(func=<function copy at 0x7f8e9c4a2b90>))])),
                ('kmeans',
                 KMeans(init='random', n_clusters=2, random_state=42))])",0.36935133304466,1.1009566434164948,171.14824532034464,0.3857123861793427,1563.62
iris.csv,ERROR,ERROR,ERROR,ERROR,ERROR,0
cluto-t8-8k.csv,"Pipeline(steps=[('standardscaler', StandardScaler()),
                ('kmeans',
                 KMeans(init='random', n_clusters=17, random_state=42))])",0.4047803635452489,0.811827452050244,10076.360873264397,0.3862914099134756,1821.04
arrhythmia.csv,"Pipeline(steps=[('pca', PCA(n_components=10, random_state=42)),
                ('kmeans',
                 KMeans(init='random', n_clusters=2, random_state=42))])",0.09773863845121929,3.295173461376715,36.483459245692835,0.050227802008000456,1806.23
aggregation.csv,"Pipeline(steps=[('kmeans',
                 KMeans(init='random', n_clusters=4, random_state=42))])",0.5364563915539369,0.5549032395565547,1214.8987767920871,0.7622852332885822,1802.71
pathbased.csv,ERROR,ERROR,ERROR,ERROR,ERROR,0
